,bias2,hidden_size,test_loss,train_loss,train_size,variance
0,0.9920438528060913,4.0,0.9987115594863889,1.955062072277069,400.0,0.0066677299328148365
1,0.9918462038040161,5.0,0.9984374710679051,1.98396861076355,400.0,0.006591280456632376
2,0.9870297908782959,6.0,0.9983606312394141,1.9614238476753234,400.0,0.01133082527667284
3,0.9875832200050354,7.0,0.9991107360720635,1.9408556985855103,400.0,0.011527515947818756
4,0.9855456948280334,8.0,1.0011453846335414,1.9697514224052428,400.0,0.015599648468196392
5,0.9854217767715454,9.0,1.0004820040822024,1.9308781456947326,400.0,0.015060205943882465
6,0.9782499670982361,11.0,0.9966000965714455,1.923723132610321,400.0,0.018350103870034218
7,0.9811969995498657,12.0,1.0018035119056703,1.9621623158454895,400.0,0.020606501027941704
8,0.9718232154846191,14.0,0.9981784538388255,1.9276121044158936,400.0,0.026355238631367683
9,0.9715358018875122,16.0,0.9995646270871164,1.9456177973747253,400.0,0.02802884951233864
10,0.9669414162635803,19.0,0.9984009027600288,1.8925213885307313,400.0,0.03145952150225639
11,0.9612331986427307,22.0,0.999160478579998,1.8910116314888001,400.0,0.0379272922873497
12,0.9581774473190308,25.0,1.002857124865055,1.8703266024589538,400.0,0.04467961564660072
13,0.949150800704956,29.0,0.9959962560176848,1.8543727612495422,400.0,0.04684542864561081
14,0.9406729936599731,33.0,1.0017381563305854,1.8751169657707214,400.0,0.06106521561741829
15,0.9353500604629517,38.0,1.0009364063262938,1.8287883639335631,400.0,0.06558630615472794
16,0.9175713062286377,44.0,0.9996193533778193,1.809418306350708,400.0,0.08204805105924606
17,0.9062241911888123,51.0,0.9986141236543653,1.7609901785850526,400.0,0.09238991886377335
18,0.90757155418396,58.0,1.01040050586462,1.7228014016151427,400.0,0.1028289794921875
19,0.8899893760681152,67.0,1.0053020294427872,1.6934197115898133,400.0,0.11531271040439606
20,0.8597075939178467,77.0,1.0006039229512214,1.6268325877189636,400.0,0.14089635014533997
21,0.8530766367912292,89.0,1.0237919138669966,1.6061475348472596,400.0,0.17071527242660522
22,0.829292893409729,102.0,1.0175924786686896,1.5395005655288696,400.0,0.18829956650733948
23,0.8043915629386902,118.0,1.0258972160100936,1.482383942604065,400.0,0.22150568664073944
24,0.7835358381271362,136.0,1.0358386848688128,1.4137204527854919,400.0,0.2523029148578644
25,0.7449299097061157,156.0,1.0436617609858514,1.3395409560203553,400.0,0.29873183369636536
26,0.713491678237915,180.0,1.0592123914957046,1.2780237627029418,400.0,0.34572073817253113
27,0.6777575612068176,207.0,1.0977771164536476,1.1811504411697387,400.0,0.42001956701278687
28,0.6430894732475281,239.0,1.1184029779791833,1.068850852251053,400.0,0.4753134846687317
29,0.5988315343856812,275.0,1.161965089738369,0.9385703575611114,400.0,0.5631335973739624
30,0.5529561042785645,316.0,1.2259249509811405,0.8401308715343475,400.0,0.672968864440918
31,0.5032281875610352,364.0,1.3223653174519543,0.7140248954296112,400.0,0.8191370964050293
32,0.4656204581260681,419.0,1.434041361224651,0.5826550775766373,400.0,0.9684209227561951
33,0.4082510471343994,483.0,1.5723394704341889,0.46592645943164823,400.0,1.1640883684158325
34,0.3682734966278076,556.0,1.7904061143517493,0.35370158731937407,400.0,1.4221326112747192
35,0.306351900100708,640.0,1.9620502681493752,0.23960023015737533,400.0,1.6556984186172485
36,0.2978576421737671,737.0,2.0024684156656263,0.15376166135072708,400.0,1.7046107053756714
37,0.26785385608673096,848.0,1.9879544753074654,0.08880329124629498,400.0,1.7201006412506104
38,0.2649519443511963,977.0,1.8015578952550886,0.05367335595190525,400.0,1.536605954170227
39,0.25343525409698486,1125.0,1.577557513070107,0.032776239514350894,400.0,1.3241223096847534
40,0.24319899082183838,1295.0,1.4225565112590788,0.023288906514644624,400.0,1.1793575286865234
41,0.22799551486968994,1491.0,1.2715010608315465,0.016889416817575692,400.0,1.0435055494308472
42,0.2225703001022339,1717.0,1.1549934059262272,0.013010676465928555,400.0,0.9324231147766113
43,0.2237377166748047,1977.0,1.0717954013347624,0.010804219990968705,400.0,0.8480576276779175
44,0.2264748215675354,2276.0,1.0443920174241066,0.009137732861563563,400.0,0.8179171681404114
45,0.2121732234954834,2621.0,0.9608595399856565,0.007779172584414482,400.0,0.7486863136291504
46,0.21981525421142578,3017.0,0.9261326487898827,0.006964941807091236,400.0,0.7063173651695251
47,0.21435558795928955,3474.0,0.8984464909553529,0.006479777125641704,400.0,0.6840909123420715
48,0.21718913316726685,4000.0,0.8530131029129029,0.005941950418055057,400.0,0.6358239650726318
